ship_id,weapon_system,fire_arc,point_blank,short,long,extreme,ad,ap,dd,traits
687,Starboard MkVII Torpedoes,Starboard,"4""","8""","12""","16""",3,-,3,"Devastating, One-Shot"
687,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (0)
688,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",4,-1,1,"DP, Weak"
688,Light Guns (1 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak, Slow-Loading"
688,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
688,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
688,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
689,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",4,-1,1,"DP, Weak"
689,Light Guns (1 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak, Slow-Loading"
689,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
689,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
689,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
690,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",4,-1,1,"DP, Weak"
690,Light Guns (1 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak, Slow-Loading"
690,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
690,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
690,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
691,Light Guns (10 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",5,-1,1,"DP, Weak"
691,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
691,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
691,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
692,Light Guns (10 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",5,-1,1,"DP, Weak"
692,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
692,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
692,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
693,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",4,-1,1,"DP, Weak"
693,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
693,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
693,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (5)
694,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",4,-1,1,"DP, Weak"
694,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
694,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
694,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (3)
695,Light Guns (10 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",5,-1,1,"DP, Weak"
695,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
695,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
695,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
696,Light Guns (10 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",5,-1,1,"DP, Weak"
696,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
696,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
696,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
697,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",4,-1,1,"DP, Weak"
697,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
697,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
697,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
698,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",4,-1,1,"DP, Weak"
698,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
698,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
698,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (4)
699,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",4,-1,1,"DP, Weak"
699,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
699,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
699,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",3,-,-,Local (1)
700,Light Guns (10 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",5,-1,1,"DP, Weak"
700,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
700,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
700,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
701,Light Guns (8 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",4,-1,1,"DP, Weak"
701,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
701,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
701,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
702,Light Guns (10 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",5,-1,1,"DP, Weak"
702,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
702,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
702,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (2)
703,Light Guns (10 x 5.25-inch),"Fore, Aft, Port, Starboard","5""","11""","17""","23""",5,-1,1,"DP, Weak"
703,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
703,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
703,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (2)
704,Light Guns (8 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","11""","15""","21""",4,-1,1,"DP, Weak"
704,Light Guns (1 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak, Slow-Loading"
704,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
704,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
704,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
705,Light Guns (8 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","11""","15""","21""",4,-1,1,"DP, Weak"
705,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
705,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
705,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
706,Light Guns (8 x 4.5-inch),"Fore, Aft, Port, Starboard","5""","11""","15""","21""",4,-1,1,"DP, Weak"
706,Light Guns (1 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak, Slow-Loading"
706,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
706,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
706,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
707,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
707,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
707,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
707,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
707,Light Guns (12 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",6,-2,1,"DP, Restricted, Weak"
707,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
707,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
707,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
708,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
708,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
708,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
708,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
708,Light Guns (12 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",6,-2,1,"DP, Restricted, Weak"
708,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
708,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
708,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
709,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
709,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
709,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
709,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
709,Light Guns (12 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",6,-2,1,"DP, Restricted, Weak"
709,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
709,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
709,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
710,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
710,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
710,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
710,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
710,Light Guns (12 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",6,-2,1,"DP, Restricted, Weak"
710,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
710,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
710,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (4)
711,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
711,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
711,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
711,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
711,Light Guns (12 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",6,-2,1,"DP, Restricted, Weak"
711,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
711,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
711,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (5)
712,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
712,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
712,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
712,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
712,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
712,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
712,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
712,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (8)
713,Light Guns (7 x 6-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",4,-2,1,Weak
713,Light Guns (3 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak"
713,Port Mk VII Torpedoes,Port,"4""","8""","12""","16""",4,-,3,"Devastating, One-Shot"
713,Port Mk VII Torpedoes,Port,"4""","8""","12""","16""",4,-,3,"Devastating, One-Shot"
713,Starboard Mk VII Torpedoes,Starboard,"4""","8""","12""","16""",4,-,3,"Devastating, One-Shot"
713,Starboard Mk VII Torpedoes,Starboard,"4""","8""","12""","16""",4,-,3,"Devastating, One-Shot"
713,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
714,A Turret (2 x 6-inch),"Fore, Port, Starboard","5""","11""","16""","22""",1,-2,1,"Twin-Linked, Weak, Fast-Track"
714,Light Guns (5 x 6-inch),"Fore, Aft, Port, Starboard","4""","9""","14""","19""",3,-2,1,Weak
714,Light Guns (3 x 4-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",1,-2,1,"DP, Weak"
714,Port Mk VII Torpedoes,Port,"4""","8""","12""","16""",4,-,3,"Devastating, One-Shot"
714,Port Mk VII Torpedoes,Port,"4""","8""","12""","16""",4,-,3,"Devastating, One-Shot"
714,Starboard Mk VII Torpedoes,Starboard,"4""","8""","12""","16""",4,-,3,"Devastating, One-Shot"
714,Starboard Mk VII Torpedoes,Starboard,"4""","8""","12""","16""",4,-,3,"Devastating, One-Shot"
714,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
715,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
715,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
715,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
715,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
715,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
715,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
715,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
715,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
716,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
716,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
716,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
716,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
716,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
716,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
716,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
716,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
717,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
717,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
717,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
717,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
717,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
717,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
717,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
717,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
718,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
718,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
718,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
718,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
718,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
718,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
718,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
718,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
719,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
719,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
719,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
719,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
719,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
719,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
719,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
719,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
720,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
720,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
720,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
720,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
720,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
720,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
720,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (5)
721,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
721,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
721,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
721,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
721,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
721,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
721,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
721,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
722,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
722,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
722,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
722,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
722,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
722,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
722,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
722,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
723,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
723,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
723,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
723,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
723,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
723,Port Mk IX Torpedoes,Port,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
723,Starboard Mk IX Torpedoes,Starboard,"3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
723,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (3)
724,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
724,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
724,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
724,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
724,Port Mk IX** Torpedoes,Port,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
724,Starboard Mk IX** Torpedoes,Starboard,"3""","7""","10""","14""",3,-,3,"Devastating, One-Shot"
724,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (6)
725,A Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
725,B Turret (3 x 6-inch),"Fore, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
725,X Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
725,Y Turret (3 x 6-inch),"Aft, Port, Starboard","6""","12""","18""","25""",2,-1,1,Fast Track
725,Light Guns (8 x 4-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",4,-2,1,"DP, Restricted, Weak"
